"LEVEES
DE FONDS",DATE,"LIEN VERS
ANNUAIRE","LIEN VERS SITE
INTERNET"
VIRDUAL lève des fonds auprès d’investisseurs,01/10/2010,VIRDUAL,VIRDUAL
STICKYADS.TV lève 300 000 euros auprès de BUSINESS ANGELS,01/09/2010,STICKYADS.TV,STICKYADS.TV
"GARDEN PRICE lève 1,8 million d’euros auprès d’investisseurs",01/09/2010,GARDEN PRICE,
JIT SOLAIRE lève 3 millions d’euros auprès d’investisseurs,01/09/2010,JIT SOLAIRE,
"EFFICITY lève 4,2 millions d’euros auprès de SEVENTURE, CM CIC",01/09/2010,EFFICITY,EFFICITY
ALLMYAPPS lève 1 million d’euros auprès de ELAIA PARTNERS,01/09/2010,ALLMYAPPS,ALLMYAPPS
ANDRINO lève 9 millions d’euros auprès de TURENNE CAPITAL,01/09/2010,ANDRINO,
BEST OF MEDIA lève 3 millions d’euros auprès de FSI,01/09/2010,BEST OF MEDIA,BEST OF MEDIA
CONFORTVISUEL lève 2 millions d’euros auprès de CREDIT AGRICOLE,01/09/2010,CONFORTVISUEL,CONFORTVISUEL
"ESPACEMAX lève 13 millions d’euros auprès de AMUNDI PRIVATE EQUITY, SERENA",01/09/2010,ESPACEMAX,ESPACEMAX
INSTANTLUXE lève 650 000 euros auprès de ISAI,01/09/2010,INSTANTLUXE,INSTANTLUXE
JIBTEL lève des fonds auprès de BUSINESS ANGELS,01/09/2010,JIBTEL,JIBTEL
MINCEURDISCOUNT lève 1 million d’euros auprès de PROMELYSTURENNE CAPITAL,01/09/2010,MINCEURDISCOUNT,MINCEURDISCOUNT
"NETAPLAN lève 1,7 million d’euros auprès de AMUNDI PRIVATE EQUITY",01/09/2010,NETAPLAN,NETAPLAN
ONEDIRECT lève 15 millions d’euros auprès d’investisseurs,01/09/2010,ONEDIRECT,ONEDIRECT
SHOWROOMPRIVE lève 37 millions d’euros auprès de ACCEL,01/09/2010,SHOWROOMPRIVE,SHOWROOMPRIVE
"SNAPP lève 1,3 million d’euros auprès de OSEO",01/09/2010,SNAPP,SNAPP
"THE CRM MOBILE CORP lève des fonds auprès de BUSINESS ANGELS, NEWFUND",01/09/2010,THE CRM MOBILE CORP,
TRAVELFACTORY lève 5 millions d’euros auprès d’investisseurs,01/09/2010,TRAVELFACTORY,
"UNOWHY lève 2,8 millions d’euros auprès d’investisseurs",01/09/2010,UNOWHY,UNOWHY
WITHINGS lève 3 millions d’euros auprès de VENTECH,01/09/2010,WITHINGS,WITHINGS
ZETURF lève 9 millions d’euros auprès de AGF PRIVATE EQUITYIDINVEST,01/09/2010,ZETURF,
DOMOTELEC lève des fonds auprès d’investisseurs,aout 2010,DOMOTELEC,
ELECTRON LIBRE lève 200 000 euros auprès de 123 VENTURE,aout 2010,ELECTRON LIBRE,ELECTRON LIBRE
"NEXWAY lève 18,4 millions d’euros auprès de XANGE, FSI, TURENNE CAPITAL, CM CIC, ODDO",aout 2010,NEXWAY,NEXWAY
"PIXVISIO lève 1,3 million d’euros auprès d’investisseurs",aout 2010,PIXVISIO,
"VENTEALAPROPRIETE lève 1,3 million d’euros auprès de PARTECH",aout 2010,VENTEALAPROPRIETE,VENTEALAPROPRIETE
"VESTIAIRE DE COPINES lève 1,5 million d’euros auprès de VENTECH",aout 2010,VESTIAIRE DE COPINES,
"WIZTIVI lève 1,5 million d’euros auprès d’investisseurs",aout 2010,WIZTIVI,WIZTIVI
"ANYRESA.COM – RESAVACS lève 2,2 millions d’euros auprès de BNP PARIBAS",01/07/2010,ANYRESA.COM – RESAVACS,ANYRESA.COM – RESAVACS
ATYLIA lève 500 000 euros auprès de BUSINESS ANGELS,01/07/2010,ATYLIA,ATYLIA
DEALISSIME lève 600 000 euros auprès de BUSINESS ANGELS,01/07/2010,DEALISSIME,DEALISSIME
FRIENDSCLEAR lève 500 000 euros auprès de ARKEON,01/07/2010,FRIENDSCLEAR,FRIENDSCLEAR
"GREENEXT lève 1,8 million d’euros auprès d’investisseurs",01/07/2010,GREENEXT,GREENEXT
LELIVRESCOLAIRE lève 800 000 euros auprès d’investisseurs,01/07/2010,LELIVRESCOLAIRE,LELIVRESCOLAIRE
WEBMEDIAGROUP lève 2 millions d’euros auprès de PROMELYSTURENNE CAPITAL,01/07/2010,WEBMEDIAGROUP,
CYLANDE lève 12 millions d’euros auprès d’investisseurs,01/06/2010,CYLANDE,CYLANDE
"PHARNEXT lève 5,8 millions d’euros auprès d’investisseurs",01/06/2010,PHARNEXT,PHARNEXT
2HEURESAVANT.COM lève 300 000 euros auprès de KIMA VENTURES,01/06/2010,2HEURESAVANT.COM,2HEURESAVANT.COM
8 MINUTES 33 lève des fonds auprès d’investisseurs,01/06/2010,8 MINUTES 33,8 MINUTES 33
ADOCIA lève 14 millions d’euros auprès de SOCIETE GENERALE ASSET MANAGEMENT,01/06/2010,ADOCIA,ADOCIA
ALYOTECH lève 4 millions d’euros auprès d’investisseurs,01/06/2010,ALYOTECH,ALYOTECH
"ANACONDA PHARMA lève 2,88 millions d’euros auprès d’investisseurs",01/06/2010,ANACONDA PHARMA,ANACONDA PHARMA
"ARIADNEXT lève 1,53 million d’euros auprès de SFR DEVELOPPEMENT",01/06/2010,ARIADNEXT,ARIADNEXT
ARLETTIE lève 9 millions d’euros auprès d’investisseurs,01/06/2010,ARLETTIE,ARLETTIE
ATLANTICO lève 1 million d’euros auprès d’investisseurs,01/06/2010,ATLANTICO,ATLANTICO
"AUDISOFT lève 4,8 millions d’euros auprès d’investisseurs",01/06/2010,AUDISOFT,
AVOB lève 500 000 euros auprès d’investisseurs,01/06/2010,AVOB,AVOB
"BAZILE TELECOM lève 3,7 millions d’euros auprès de ALTO INVEST, NAXICAP",01/06/2010,BAZILE TELECOM,BAZILE TELECOM
CHRONOESIS lève des fonds auprès d’investisseurs,01/06/2010,CHRONOESIS,CHRONOESIS
CORPORAMA lève 400 000 euros auprès d’investisseurs,01/06/2010,CORPORAMA,CORPORAMA
"COVOITURAGE.FR – COMUTO – BLABLACAR lève 12,5 millions d’euros auprès de BUSINESS ANGELS, ISAI",01/06/2010,COVOITURAGE.FR – COMUTO – BLABLACAR,COVOITURAGE.FR – COMUTO – BLABLACAR
"CYTHERIS lève 13,5 millions d’euros auprès d’investisseurs",01/06/2010,CYTHERIS,CYTHERIS
"DARKWORKS lève 4,86 millions d’euros auprès d’investisseurs",01/06/2010,DARKWORKS,DARKWORKS
"DOCEA POWER lève 1,35 million d’euros auprès d’investisseurs",01/06/2010,DOCEA POWER,DOCEA POWER
DOZ.COM – CAPSEO lève des fonds auprès de PLUG & PLAY VENTURES,01/06/2010,DOZ.COM – CAPSEO,DOZ.COM – CAPSEO
DWEHO lève 100 000 euros auprès d’investisseurs,01/06/2010,DWEHO,DWEHO
E-LOUE lève 500 000 euros auprès de BUSINESS ANGELS,01/06/2010,E-LOUE,E-LOUE
EDUPAD lève 300 000 euros auprès d’investisseurs,01/06/2010,EDUPAD,EDUPAD
"ENVOIMOINSCHER – BOXTALE lève 1,2 million d’euros auprès de BUSINESS ANGELS",01/06/2010,ENVOIMOINSCHER – BOXTALE,ENVOIMOINSCHER – BOXTALE
FASTCONNECT lève des fonds auprès d’investisseurs,01/06/2010,FASTCONNECT,FASTCONNECT
FEEDBOOKS lève 220 000 euros auprès de A PLUS FINANCE,01/06/2010,FEEDBOOKS,FEEDBOOKS
FRENCHWEB – ADSVARK lève 50 000 euros auprès d’investisseurs,01/06/2010,FRENCHWEB – ADSVARK,FRENCHWEB – ADSVARK
"FUTURAMEDIA lève 2,34 millions d’euros auprès d’investisseurs",01/06/2010,FUTURAMEDIA,FUTURAMEDIA
"GENTICEL lève 15,93 millions d’euros auprès de INNOBIO FUND",01/06/2010,GENTICEL,GENTICEL
GEODRUID lève 121 500 euros auprès d’investisseurs,01/06/2010,GEODRUID,GEODRUID
"GEOLID lève 1,8 million d’euros auprès de A PLUS FINANCE",01/06/2010,GEOLID,GEOLID
GLAM lève des fonds auprès d’investisseurs,01/06/2010,GLAM,GLAM
"GLOBAL IMAGING ONLINE lève 5,31 millions d’euros auprès d’investisseurs",01/06/2010,GLOBAL IMAGING ONLINE,GLOBAL IMAGING ONLINE
"HYDRELIS lève 3,8 millions d’euros auprès de A PLUS FINANCE",01/06/2010,HYDRELIS,HYDRELIS
HYPIOS lève 800 000 euros auprès de BUSINESS ANGELS,01/06/2010,HYPIOS,HYPIOS
IIYUMA lève 120 000 euros auprès d’investisseurs,01/06/2010,IIYUMA,
"INSIDE SECURE lève 11,2 millions d’euros auprès d’investisseurs",01/06/2010,INSIDE SECURE,INSIDE SECURE
"IORGA GROUP lève 1,44 million d’euros auprès de ALTO INVEST",01/06/2010,IORGA GROUP,IORGA GROUP
"ITRUST lève 160 000 euros auprès de BUSINESS ANGELS, JAINA, KIMA VENTURES",01/06/2010,ITRUST,ITRUST
JOB2DAY lève des fonds auprès de FABERNOVEL,01/06/2010,JOB2DAY,JOB2DAY
"KALISTICK lève 1,17 million d’euros auprès de CM-CIC INVESTISSEMENT",01/06/2010,KALISTICK,KALISTICK
KELBILLET lève 200 000 euros auprès de LOGODEN,01/06/2010,KELBILLET,KELBILLET
KPSULE – FEVRIER46 lève 60 000 euros auprès de IT CAPITAL,01/06/2010,KPSULE – FEVRIER46,KPSULE – FEVRIER46
"KTM ADVANCE lève 2,25 millions d’euros auprès d’investisseurs",01/06/2010,KTM ADVANCE,KTM ADVANCE
"KYRIBA lève 10,6 millions d’euros auprès de IRIS CAPITAL",01/06/2010,KYRIBA,KYRIBA
LINGUEO lève 500 000 euros auprès de BUSINESS ANGELS,01/06/2010,LINGUEO,LINGUEO
"MAINTAG lève 1,17 million d’euros auprès d’investisseurs",01/06/2010,MAINTAG,MAINTAG
MISTER BELL lève des fonds auprès d’investisseurs,01/06/2010,MISTER BELL,MISTER BELL
"MOOD BY ME lève 2,1 millions d’euros auprès de AURIGA, PARTECH",01/06/2010,MOOD BY ME,MOOD BY ME
"NANOBIOTIX lève 10,35 millions d’euros auprès d’investisseurs",01/06/2010,NANOBIOTIX,NANOBIOTIX
"NOTREFAMILLE lève 2,5 millions d’euros auprès d’investisseurs",01/06/2010,NOTREFAMILLE,NOTREFAMILLE
OKTALOGIC lève 700 000 euros auprès de INNOVAFONDS,01/06/2010,OKTALOGIC,OKTALOGIC
ORGANIGR.AM – CARD.BIZ lève des fonds auprès d’investisseurs,01/06/2010,ORGANIGR.AM – CARD.BIZ,ORGANIGR.AM – CARD.BIZ
"OXATIS lève 4 millions d’euros auprès de CREDIT AGRICOLE, A PLUS FINANCE",01/06/2010,OXATIS,OXATIS
"QUADRILLE lève 2,07 millions d’euros auprès d’investisseurs",01/06/2010,QUADRILLE,QUADRILLE
QUELLEENERGIE lève 500 000 euros auprès d’investisseurs,01/06/2010,QUELLEENERGIE,QUELLEENERGIE
"QUESCOM lève 2,7 millions d’euros auprès de BAYTECH VENTURE CAPITAL",01/06/2010,QUESCOM,QUESCOM
"RUN MY PROCESS lève 1,98 million d’euros auprès d’investisseurs",01/06/2010,RUN MY PROCESS,RUN MY PROCESS
"SCIENCES-U lève 1,5 million d’euros auprès d’investisseurs",01/06/2010,SCIENCES-U,SCIENCES-U
"SEMCO ENGINEERING lève 4,5 millions d’euros auprès d’investisseurs",01/06/2010,SEMCO ENGINEERING,SEMCO ENGINEERING
SMALLABLE lève 2 millions d’euros auprès d’investisseurs,01/06/2010,SMALLABLE,SMALLABLE
"SMILE.FR lève 2,5 millions d’euros auprès d’investisseurs",01/06/2010,SMILE.FR,SMILE.FR
SOPERA lève des fonds auprès d’investisseurs,01/06/2010,SOPERA,
SOWETRIP lève 300 000 euros auprès de PARIS BUSINESS ANGELS,01/06/2010,SOWETRIP,SOWETRIP
"VCR-I lève 10,3 millions d’euros auprès de BUSINESS ANGELS",01/06/2010,VCR-I,VCR-I
"VEDICIS lève 2,52 millions d’euros auprès d’investisseurs",01/06/2010,VEDICIS,VEDICIS
"WEBORAMA lève 2 millions d’euros auprès de AXA PRIVATE EQUITY, OTC ASSET MANAGEMENT",01/06/2010,WEBORAMA,WEBORAMA
"YKONE lève 1,8 million d’euros auprès de ELAIA PARTNERS",01/06/2010,YKONE,YKONE
ZYKEN lève 500 000 euros auprès de EXTEND CAPITAL,01/06/2010,ZYKEN,ZYKEN
CRITEO lève 5 millions d’euros auprès d’investisseurs,01/05/2010,CRITEO,CRITEO
ATTRACTIVE WORLD lève 1 million d’euros auprès de BUSINESS ANGELS,01/05/2010,ATTRACTIVE WORLD,ATTRACTIVE WORLD
BEDYCASA lève 100 000 euros auprès de SORIDEC,01/05/2010,BEDYCASA,BEDYCASA
"L’USINE A DESIGN lève 1,6 million d’euros auprès de CM CIC",01/05/2010,L’USINE A DESIGN,L’USINE A DESIGN
"PASSMAN lève 2,1 millions d’euros auprès de SIPAREX",01/05/2010,PASSMAN,PASSMAN
VANKSEN lève 4 millions d’euros auprès d’investisseurs,01/05/2010,VANKSEN,VANKSEN
WINAMAX lève 12 millions d’euros auprès de AGF PRIVATE EQUITY,01/05/2010,WINAMAX,WINAMAX
NELI TECHNOLOGIES lève 734 400 euros auprès d’investisseurs,01/04/2010,NELI TECHNOLOGIES,NELI TECHNOLOGIES
ACHATDESIGN lève 1 million d’euros auprès de TURENNE CAPITAL,01/04/2010,ACHATDESIGN,ACHATDESIGN
"APPSFIRE lève 1 million d’euros auprès de BUSINESS ANGELS, JAINA, KIMA VENTURES",01/04/2010,APPSFIRE,APPSFIRE
ARCHITURN.COM lève 300 000 euros auprès de KIMA VENTURES,01/04/2010,ARCHITURN.COM,ARCHITURN.COM
COMITEO lève 600 000 euros auprès de FA DIESE,01/04/2010,COMITEO,COMITEO
"COMPARIO lève 3 millions d’euros auprès de XANGE, I-SOURCE",01/04/2010,COMPARIO,COMPARIO
GOODKAP lève 400 000 euros auprès d’investisseurs,01/04/2010,GOODKAP,
JOBINTREE.COM lève 1 million d’euros auprès de 123 VENTURE,01/04/2010,JOBINTREE.COM,JOBINTREE.COM
LENGOW lève 200 000 euros auprès de KIMA VENTURES,01/04/2010,LENGOW,LENGOW
MXP4 lève 3 millions d’euros auprès d’investisseurs,01/04/2010,MXP4,MXP4
OCLIO lève 4 millions d’euros auprès de CREDIT AGRICOLE,01/04/2010,OCLIO,OCLIO
"PRIXTEL lève 6 millions d’euros auprès de BANEXI, SERENA",01/04/2010,PRIXTEL,PRIXTEL
FLUIID – COFITEL lève des fonds auprès de JAINA,01/03/2010,FLUIID – COFITEL,
"IADVIZE lève 300 000 euros auprès de BUSINESS ANGELS, KIMA VENTURES",01/03/2010,IADVIZE,IADVIZE
JOBIJOBA – ALLGOOB lève 1 million d’euros auprès de NEWFUND,01/03/2010,JOBIJOBA – ALLGOOB,JOBIJOBA – ALLGOOB
"LEKIOSK – LEKIOSQUE lève 1 million d’euros auprès de BUSINESS ANGELS, SIGMA",01/03/2010,LEKIOSK – LEKIOSQUE,LEKIOSK – LEKIOSQUE
MENINVEST – MENLOOK.COM lève des fonds auprès de AXA PRIVATE EQUITY,01/03/2010,MENINVEST – MENLOOK.COM,MENINVEST – MENLOOK.COM
MONNUAGE lève 400 000 euros auprès de BUSINESS ANGELS,01/03/2010,MONNUAGE,MONNUAGE
"MY SKREEN lève 1,5 million d’euros auprès d’investisseurs",01/03/2010,MY SKREEN,MY SKREEN
"PLYCE lève 300 000 euros auprès de BUSINESS ANGELS, JAINA, KIMA VENTURES",01/03/2010,PLYCE,PLYCE
"RUE89 lève 740 000 euros auprès de BUSINESS ANGELS, MIDI CAPITAL",01/03/2010,RUE89,RUE89
SMARTDATE lève 2 millions d’euros auprès de 360 CAPITAL,01/03/2010,SMARTDATE,SMARTDATE
"STOOTIE – TOKUP.FR lève 500 000 euros auprès de BUSINESS ANGELS, JAINA, KIMA VENTURES",01/03/2010,STOOTIE – TOKUP.FR,STOOTIE – TOKUP.FR
TIKI LABS lève 225 000 euros auprès de OSEO,01/03/2010,TIKI LABS,TIKI LABS
MADMAGZ.COM lève 74 700 euros auprès d’investisseurs,01/02/2010,MADMAGZ.COM,MADMAGZ.COM
1855.COM lève 9 millions d’euros auprès d’investisseurs,01/02/2010,1855.COM,1855.COM
COMPARIO lève 500 000 euros auprès de OSEO,01/02/2010,COMPARIO,COMPARIO
LEETCHI lève 450 000 euros auprès de 360 CAPITALKIMA VENTURES,01/02/2010,LEETCHI,LEETCHI
MONSIEUR GOLF lève 300 000 euros auprès de PARIS BUSINESS ANGELS,01/02/2010,MONSIEUR GOLF,MONSIEUR GOLF
"PRODWARE lève 4,2 millions d’euros auprès de A PLUS FINANCE",01/02/2010,PRODWARE,PRODWARE
"RENTABILIWEB lève 6,9 millions d’euros auprès de BUSINESS ANGELS",01/02/2010,RENTABILIWEB,RENTABILIWEB
"GLYCODE lève 2,7 millions d’euros auprès d’investisseurs",01/01/2010,GLYCODE,
CYBRONICS lève 51 300 euros auprès de BUSINESS ANGELS,01/01/2010,CYBRONICS,CYBRONICS
"EYEKA lève 3 millions d’euros auprès de VENTECH, I-SOURCE",01/01/2010,EYEKA,EYEKA
"PEARLTREES lève 1,3 million d’euros auprès d’investisseurs",01/01/2010,PEARLTREES,PEARLTREES
"PHONEANDPHONE lève 11,3 millions d’euros auprès de XANGE, INNOVACOM",01/01/2010,PHONEANDPHONE,PHONEANDPHONE
POLANTIS lève 340 000 euros auprès de INVESTESSOR,01/01/2010,POLANTIS,POLANTIS
"PROXI-BUSINESS lève 11,5 millions d’euros auprès de AUDACIA",01/01/2010,PROXI-BUSINESS,PROXI-BUSINESS
RESTO IN lève 2 millions d’euros auprès de NEXTSTAGE,01/01/2010,RESTO IN,RESTO IN
"SPARTOO lève 12,3 millions d’euros auprès de A PLUS FINANCE, CM CIC",01/01/2010,SPARTOO,SPARTOO
BEDYCASA lève 80 000 euros auprès de CITA GESTION,01/12/2009,BEDYCASA,BEDYCASA
"COMPANEO lève 1,25 million d’euros auprès d’investisseurs",01/11/2009,COMPANEO,COMPANEO
WEECAST – TUTO.COM lève des fonds auprès d’investisseurs,01/11/2009,WEECAST – TUTO.COM,WEECAST – TUTO.COM
ADFONIC lève 530 000 euros auprès d’investisseurs,01/11/2009,ADFONIC,ADFONIC
"DEEZER lève 6,5 millions d’euros auprès de IDINVEST",01/10/2009,DEEZER,DEEZER
"FITTINGBOX lève 1,5 million d’euros auprès de BANEXI",01/10/2009,FITTINGBOX,FITTINGBOX
BONITASOFT lève 2 millions d’euros auprès de VENTECH,01/09/2009,BONITASOFT,BONITASOFT
OPENPORTAL lève 3 millions d’euros auprès d’investisseurs,01/09/2009,OPENPORTAL,OPENPORTAL
"BLUWAN lève 2,07 millions d’euros auprès d’investisseurs",01/07/2009,BLUWAN,BLUWAN
SCOOP.IT lève 6 millions d’euros auprès d’investisseurs,01/06/2009,SCOOP.IT,SCOOP.IT
"ADULLACT PROJET lève 1,08 million d’euros auprès de ESFIN GESTION",01/06/2009,ADULLACT PROJET,ADULLACT PROJET
ALINTO lève 500 000 euros auprès de AVENIR FINANCE,01/06/2009,ALINTO,ALINTO
"ARTURIA lève 1,5 million d’euros auprès de OTC ASSET MANAGEMENT",01/06/2009,ARTURIA,ARTURIA
"ASSURONE lève 11,5 millions d’euros auprès d’investisseurs",01/06/2009,ASSURONE,ASSURONE
AT INTERNET lève 4 millions d’euros auprès d’investisseurs,01/06/2009,AT INTERNET,AT INTERNET
AUTOREFLEX.COM lève des fonds auprès de AVM PRIVATE EQUITY,01/06/2009,AUTOREFLEX.COM,AUTOREFLEX.COM
"AVECOMICS lève 1,62 million d’euros auprès d’investisseurs",01/06/2009,AVECOMICS,AVECOMICS
"BAZAR CHIC lève 6,5 millions d’euros auprès d’investisseurs",01/06/2009,BAZAR CHIC,BAZAR CHIC
"BLUEKIWI lève 4,7 millions d’euros auprès d’investisseurs",01/06/2009,BLUEKIWI,BLUEKIWI
"BOOKEEN lève 1,5 million d’euros auprès d’investisseurs",01/06/2009,BOOKEEN,BOOKEEN
CARDS OFF lève des fonds auprès d’investisseurs,01/06/2009,CARDS OFF,CARDS OFF
COGNIK lève 240 000 euros auprès d’investisseurs,01/06/2009,COGNIK,COGNIK
CONFERENSUM lève des fonds auprès de CROSSBOW CAPITAL PARTNERS LTD,01/06/2009,CONFERENSUM,CONFERENSUM
"CYTOO lève 4,23 millions d’euros auprès de AURIGA PARTNERS",01/06/2009,CYTOO,CYTOO
DAILYMOTION lève 15 millions d’euros auprès d’investisseurs,01/06/2009,DAILYMOTION,DAILYMOTION
"DELAMAISON lève 10 millions d’euros auprès de XANGE, NEXTSTAGE, OTC ASSET MANAGEMENT",01/06/2009,DELAMAISON,DELAMAISON
"EASYVOYAGE lève 10,5 millions d’euros auprès d’investisseurs",01/06/2009,EASYVOYAGE,EASYVOYAGE
"EASYVOYAGE lève 21,1 millions d’euros auprès de AGF PRIVATE EQUITY",01/06/2009,EASYVOYAGE,EASYVOYAGE
ELBEE lève 10 millions d’euros auprès d’investisseurs,01/06/2009,ELBEE,
ETOILE MEDIA lève 8 millions d’euros auprès d’investisseurs,01/06/2009,ETOILE MEDIA,ETOILE MEDIA
"EXAKIS lève 3,96 millions d’euros auprès de IRDI",01/06/2009,EXAKIS,EXAKIS
EYEKA lève des fonds auprès de DN CAPITAL,01/06/2009,EYEKA,EYEKA
FTOPIA lève des fonds auprès de RIGHTVENTURES,01/06/2009,FTOPIA,FTOPIA
GAMECREDS lève 100 000 euros auprès d’investisseurs,01/06/2009,GAMECREDS,GAMECREDS
GEODRUID lève 37 800 euros auprès de IT CAPITAL,01/06/2009,GEODRUID,GEODRUID
HAPPYVIEW lève 1 million d’euros auprès de BUSINESS ANGELS,01/06/2009,HAPPYVIEW,HAPPYVIEW
"HYBRIGENICS lève 6,57 millions d’euros auprès de YORKVILLE ADVISORS",01/06/2009,HYBRIGENICS,HYBRIGENICS
INDOM lève des fonds auprès d’investisseurs,01/06/2009,INDOM,INDOM
IZI-COLLECTE lève des fonds auprès de SIRS BUSINESS ANGELS,01/06/2009,IZI-COLLECTE,IZI-COLLECTE
JECHANGE lève 3 millions d’euros auprès d’investisseurs,01/06/2009,JECHANGE,JECHANGE
"JOLICLOUD lève 3,78 millions d’euros auprès de MANGROVE CAPITAL PARTNERS",01/06/2009,JOLICLOUD,JOLICLOUD
"KELDELICE lève 1,5 million d’euros auprès d’investisseurs",01/06/2009,KELDELICE,KELDELICE
"KEWEGO lève 5,58 millions d’euros auprès d’investisseurs",01/06/2009,KEWEGO,KEWEGO
KONBINI lève 3 millions d’euros auprès de NEXTSTAGE,01/06/2009,KONBINI,KONBINI
"LEADFORMANCE lève 1,35 million d’euros auprès d’investisseurs",01/06/2009,LEADFORMANCE,LEADFORMANCE
MEILLEURMOBILE lève 3 millions d’euros auprès de GALILEO PARTNERS,01/06/2009,MEILLEURMOBILE,MEILLEURMOBILE
"MEILLEURSAGENTS lève 1,8 million d’euros auprès d’investisseurs",01/06/2009,MEILLEURSAGENTS,MEILLEURSAGENTS
"MIXCOMMERCE lève 5,5 millions d’euros auprès de XANGE, INNOVACOM",01/06/2009,MIXCOMMERCE,MIXCOMMERCE
MYFAB lève 5 millions d’euros auprès de E.VENTURES,01/06/2009,MYFAB,MYFAB
OFFEES lève 100 000 euros auprès de BUSINESS ANGELS,01/06/2009,OFFEES,OFFEES
"OLX lève 3,7 millions d’euros auprès d’investisseurs",01/06/2009,OLX,
PARIS LABS lève 400 000 euros auprès d’investisseurs,01/06/2009,PARIS LABS,PARIS LABS
"PASSWORDBANK lève 2,25 millions d’euros auprès d’investisseurs",01/06/2009,PASSWORDBANK,
"PEARLTREES lève 1,5 million d’euros auprès de BUSINESS ANGELS",01/06/2009,PEARLTREES,PEARLTREES
PUBLIATIS lève 1 million d’euros auprès de NCI GESTION,01/06/2009,PUBLIATIS,PUBLIATIS
QUIVIDI lève 270 000 euros auprès d’investisseurs,01/06/2009,QUIVIDI,QUIVIDI
"SENSITIVE OBJECT lève 5,4 millions d’euros auprès de MOTOROLA SOLUTIONS VENTURE CAPITAL",01/06/2009,SENSITIVE OBJECT,SENSITIVE OBJECT
"STENTYS lève 19,98 millions d’euros auprès d’investisseurs",01/06/2009,STENTYS,STENTYS
"TALEND lève 10 millions d’euros auprès de BALDERTON CAPITAL, IRIS CAPITAL, IDINVEST, BPIFRANCE",01/06/2009,TALEND,TALEND
TRAVELHORIZON lève 20 millions d’euros auprès d’investisseurs,01/06/2009,TRAVELHORIZON,
TVTRIP lève 7 millions d’euros auprès d’investisseurs,01/06/2009,TVTRIP,TVTRIP
USBEK & RICA lève des fonds auprès de FABERNOVEL,01/06/2009,USBEK & RICA,USBEK & RICA
"VIRTUOZ lève 8,9 millions d’euros auprès d’investisseurs",01/06/2009,VIRTUOZ,VIRTUOZ
"VISEO – SMILK lève 1,89 million d’euros auprès d’investisseurs",01/06/2009,VISEO – SMILK,VISEO – SMILK
VODECLIC lève 125 000 euros auprès de STARQUEST CAPITAL,01/06/2009,VODECLIC,VODECLIC
ZENTICKET lève 96 300 euros auprès de GRAND DELTA ANGELS,01/06/2009,ZENTICKET,ZENTICKET
ZEPASS lève des fonds auprès de DIGITICK,01/06/2009,ZEPASS,ZEPASS
"RHAPSO lève 4,95 millions d’euros auprès d’investisseurs",01/05/2009,RHAPSO,RHAPSO
"MXP4 lève 2,43 millions d’euros auprès de ORKOS, VENTECH",01/05/2009,MXP4,MXP4
KWAGA lève 600 000 euros auprès de SEEDCAMP,01/01/2009,KWAGA,KWAGA – EVERCONTACT – WRITETHAT.NAME
SYNTHESIO lève 108 000 euros auprès d’investisseurs,01/12/2008,SYNTHESIO,SYNTHESIO
AWOX lève 4 millions d’euros auprès d’investisseurs,01/12/2008,AWOX,AWOX
EXTEND MEDIA lève 9 millions d’euros auprès d’investisseurs,01/12/2008,EXTEND MEDIA,
"ADVESTIGO lève 4,3 millions d’euros auprès d’investisseurs",01/11/2008,ADVESTIGO,ADVESTIGO
ITN SA lève 700 000 euros auprès d’investisseurs,01/11/2008,ITN SA,
SUPERSONIC IMAGINE lève 20 millions d’euros auprès d’investisseurs,01/10/2008,SUPERSONIC IMAGINE,SUPERSONIC IMAGINE
"DRIMKI lève 3,5 millions d’euros auprès de AMBIENT SOUND INVESTMENTS",01/09/2008,DRIMKI,DRIMKI
BROZENGO lève 500 000 euros auprès d’investisseurs,01/09/2008,BROZENGO,BROZENGO
"C4M PROD lève 2,5 millions d’euros auprès d’investisseurs",01/09/2008,C4M PROD,C4M PROD
"THEBLOGTV lève 7,5 millions d’euros auprès d’investisseurs",01/09/2008,THEBLOGTV,THEBLOGTV
